EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
3590,2,2,3,44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,18,0,2,22,3,3,0
3591,4,3,3,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,13,1,2,9,4,3,0
3592,2,4,3,19,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,22,0,0,1,3,4,0
3593,4,3,3,23,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1,13,1,2,1,3,3,0
3594,3,4,3,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1,11,1,3,1,3,3,1
3595,3,4,2,26,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1,11,1,4,8,3,3,0
3596,1,2,3,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2,11,2,3,24,3,3,1
3598,1,3,1,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1,14,1,2,2,3,3,1
3599,4,2,3,46,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2,13,1,2,11,1,3,0
3600,3,1,3,34,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0,14,1,3,3,2,3,0
3601,4,2,2,51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4,14,0,3,29,3,3,0
3602,4,4,2,59,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6,21,1,2,9,3,4,0
3603,3,2,4,34,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4,13,1,1,11,3,3,0
3604,4,3,2,28,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0,19,0,3,4,3,3,0
3605,3,1,2,44,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1,17,0,4,25,1,3,0
3606,3,2,4,34,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4,18,1,3,10,3,3,0
3607,3,3,3,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0,19,0,2,3,3,3,0
3608,2,2,3,42,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6,13,0,3,1,3,3,0
3609,4,4,4,43,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3,18,2,3,21,4,3,0
3610,3,2,3,36,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9,21,1,4,16,2,4,0
3611,1,4,3,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1,19,1,3,10,3,3,1
3612,4,4,3,28,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1,14,0,3,2,3,3,0
3613,2,3,2,51,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0,17,0,3,7,3,3,0
3614,3,3,3,30,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7,11,3,2,8,3,3,0
3615,2,3,3,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3,13,0,4,7,3,3,1
3616,4,1,2,28,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2,15,1,5,3,3,3,0
3617,4,2,2,25,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1,25,0,0,2,3,4,0
3618,3,4,4,32,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1,11,0,5,10,3,3,0
3619,2,2,3,45,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3,17,1,2,0,3,3,0
3620,3,2,3,39,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6,13,2,3,19,3,3,0
3621,1,3,3,58,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1,18,1,1,2,1,3,0
3622,4,3,3,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1,13,1,3,10,3,3,1
3623,3,1,3,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0,20,0,3,5,2,4,1
3624,1,4,3,30,Travel_Rarely,Sales,9,1,Marketing,Male,4,Research Director,Married,40890,0,18,0,2,9,4,3,0
3625,4,3,3,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,166270,3,12,0,5,7,2,3,0
3626,4,1,4,46,Travel_Rarely,Sales,4,3,Medical,Male,1,Research Scientist,Single,26190,6,12,1,3,7,2,3,0
3627,3,4,3,28,Non-Travel,Research & Development,1,3,Medical,Male,5,Sales Executive,Married,56790,0,13,0,2,9,2,3,0
3628,4,1,3,50,Travel_Rarely,Research & Development,20,2,Medical,Female,5,Laboratory Technician,Married,154020,4,21,0,3,3,2,4,0
3629,4,2,3,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2,13,3,1,5,2,3,1
3630,2,2,2,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9,19,1,1,8,3,3,1
3631,2,1,3,30,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Sales Executive,Married,30410,1,11,1,2,9,2,3,0
3632,1,3,3,39,Travel_Rarely,Research & Development,26,1,Medical,Male,2,Healthcare Representative,Single,34470,0,14,0,5,8,3,3,0
3633,4,3,2,31,Non-Travel,Research & Development,1,2,Medical,Male,1,Sales Executive,Divorced,195130,1,12,1,1,10,2,3,0
3634,3,2,3,41,Non-Travel,Sales,6,3,Life Sciences,Female,1,Research Director,Single,27730,1,11,0,3,19,3,3,0
3635,4,2,4,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1,14,1,3,3,3,3,1
3636,1,1,4,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4,11,1,2,3,3,3,1
3637,3,3,2,42,Non-Travel,Research & Development,4,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0,12,2,3,20,2,3,0
3638,4,3,3,55,Travel_Rarely,Sales,11,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4,15,1,3,19,3,3,0
3639,4,2,3,56,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6,16,1,6,7,3,3,0
3640,3,3,3,40,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9,15,0,6,4,3,3,0
3641,4,4,2,34,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0,24,3,2,9,3,4,0
3642,3,4,3,40,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1,13,1,3,9,2,3,0
3643,3,1,3,41,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0,11,0,2,9,2,3,0
3644,3,3,3,35,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1,13,1,2,9,2,3,0
3646,2,1,3,38,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,18,0,5,7,2,3,0
3647,3,1,4,34,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1,16,0,3,10,4,3,0
3648,4,4,2,25,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3,19,0,3,3,3,3,0
3649,3,1,2,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7,13,2,3,10,4,3,1
3650,2,2,3,40,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3,22,0,2,4,1,4,0
3651,1,1,2,36,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2,11,0,2,15,3,3,0
3652,4,4,3,48,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1,20,0,2,10,2,4,0
3653,3,4,3,27,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,18,0,2,1,3,3,0
3654,4,2,2,51,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3,14,0,3,5,3,3,0
3655,4,4,3,18,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1,22,1,2,0,3,4,0
3656,4,4,3,35,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0,13,0,2,9,2,3,0
3657,4,4,3,27,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3,17,0,3,6,4,3,0
3658,1,3,2,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,0,19,4,3,1
3659,4,2,3,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,15,2,2,19,3,3,0
3660,1,3,3,34,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,17,1,1,5,3,3,0
3661,2,3,3,40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,11,1,3,12,2,3,0
3662,2,3,3,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,18,1,2,8,4,3,0
3663,3,4,4,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,2,1,1,3,1
3664,4,3,2,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,2,4,3,3,1
3665,4,3,3,38,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1,15,0,2,4,2,3,0
3666,3,4,4,34,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1,24,0,4,14,3,4,0
3667,3,1,3,28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,12,0,2,5,3,3,0
3668,4,3,2,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,3,10,2,3,1
3669,1,4,4,39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,11,1,3,5,3,3,0
3670,2,2,3,51,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2,11,1,2,4,2,3,0
3671,4,4,2,41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,12,1,2,6,3,3,0
3672,3,3,3,37,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7,15,0,3,6,4,3,0
3673,2,4,4,33,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6,17,0,2,5,3,3,0
3674,3,2,2,32,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0,12,1,3,3,3,3,0
3675,3,3,3,39,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,3,6,3,3,0
3676,1,3,2,25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,13,3,2,3,2,3,0
3677,4,3,2,52,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,2,5,3,3,0
3678,1,3,1,43,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,1,20,3,3,0
3679,4,4,3,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,2,6,3,3,0
3680,4,3,3,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,18,1,3,8,4,3,1
3681,1,4,3,26,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,2,4,3,4,0
3682,3,1,3,42,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,3,20,3,3,0
3683,3,1,1,52,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,6,5,3,3,0
3684,1,3,3,37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,1,3,3,3,0
3685,3,4,3,35,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,2,2,3,3,0
3686,1,4,2,25,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,2,3,1,3,0
3687,3,1,3,26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,2,7,2,4,0
3688,2,1,2,29,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,5,10,2,3,0
3689,1,1,3,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,2,4,3,3,1
3690,3,4,3,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,2,8,3,3,1
3691,4,4,2,54,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,2,20,2,3,0
3692,4,1,3,58,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,2,9,3,3,0
3693,2,4,4,55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,3,7,3,3,0
3694,1,2,3,36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,5,5,3,3,0
3695,2,3,3,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1,19,0,3,1,3,3,1
3696,4,1,3,30,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,4,3,3,3,0
3697,1,2,4,31,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,3,3,3,3,0
3698,4,1,3,34,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,3,4,4,3,0
3699,1,2,4,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,2,1,1,3,1
3700,2,1,4,27,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,3,5,3,3,0
3701,1,4,2,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,2,10,2,3,0
3702,3,1,2,36,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,3,3,3,3,0
3703,1,4,2,47,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,0,6,3,3,0
3704,1,1,3,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3,19,0,3,3,2,3,1
3705,3,3,1,37,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,5,6,3,4,0
3706,1,1,4,56,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,2,3,3,3,0
3707,1,3,4,47,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,3,20,3,3,0
3708,4,3,3,24,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5,5,3,3,0
3709,4,4,2,32,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,2,4,3,3,0
3710,4,2,2,34,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,3,5,3,3,0
3711,2,3,2,41,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,2,4,3,3,0
3712,3,3,4,40,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,6,8,2,3,0
3713,1,4,3,31,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,5,13,3,3,0
3714,1,4,4,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,2,7,3,3,1
3716,3,2,3,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,3,10,3,3,1
3717,2,1,3,45,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,1,7,3,3,0
3718,4,2,3,31,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,3,3,3,3,0
3719,2,4,1,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,5,2,3,4,1
3720,2,4,4,45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,5,3,3,3,0
3721,3,1,3,48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,3,2,3,3,0
3722,1,3,3,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,3,2,3,3,1
3723,4,2,3,40,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,1,9,2,3,0
3724,4,1,3,28,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,0,5,3,3,0
3725,3,3,3,44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,4,5,2,3,0
3726,4,2,2,53,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,2,9,3,4,0
3727,1,3,2,49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,2,3,1,3,0
3728,3,3,4,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,3,3,3,3,0
3729,4,2,2,44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,2,5,4,3,0
3730,4,1,3,33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,2,4,3,3,0
3731,4,1,3,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,5,13,3,3,0
3732,4,3,2,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,3,2,3,4,0
3733,1,4,3,42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,2,12,3,4,0
3734,1,3,2,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,2,1,3,3,0
3735,3,3,2,30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,2,1,3,3,0
3736,2,3,2,57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,5,12,2,3,0
3737,3,2,3,49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,5,8,3,3,0
3738,2,1,2,34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,3,14,3,4,0
3739,1,3,4,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,3,3,4,1
3740,1,2,1,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5,17,3,1,5,3,3,1
3741,1,2,4,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,2,15,3,3,1
3742,4,3,3,35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,4,1,2,3,0
3743,2,1,2,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,3,0,2,3,1
3744,4,2,3,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,3,1,1,3,0
3745,2,3,2,44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,1,2,2,4,0
3746,3,3,3,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,6,10,3,3,0
3747,3,3,4,30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,2,5,3,3,0
3748,4,3,3,55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,6,3,3,3,0
3749,1,2,3,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,2,5,3,4,0
3750,3,3,2,47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,5,5,2,3,0
3751,3,1,2,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,3,0,3,3,1
3752,1,3,1,28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,3,1,2,3,0
3753,3,1,3,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,3,4,3,3,0
3754,3,1,3,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,3,3,3,3,0
3755,4,2,3,29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,2,3,1,3,0
3756,3,2,2,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,3,8,2,3,0
3757,4,3,3,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,2,0,2,3,0
3758,3,4,4,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,3,5,2,4,0
3759,2,4,3,54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,3,14,2,3,0
3760,1,1,1,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,2,9,3,3,1
3761,4,1,4,44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,5,20,2,3,0
3762,2,2,3,39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,2,2,4,3,0
3763,3,2,4,46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,1,13,2,3,0
3764,4,2,1,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,2,11,4,3,0
3765,1,3,3,23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,2,4,2,3,0
3767,4,3,3,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,2,10,3,3,0
3768,4,3,1,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,3,7,2,3,1
3770,2,3,3,34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,3,11,3,3,0
3771,3,2,3,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,2,1,3,3,0
3772,1,4,3,37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,1,10,3,3,0
